16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,17,13,19,14,19,14,19,14,18,15,18,16,16,16,16,16,16,16,16,16,16,16,16,13,13,15,15,15,14,14,15,16,16,17,17,12,16,32
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,17,13,19,14,19,14,19,14,18,15,18,16,16,16,16,16,16,16,16,16,16,16,16,13,13,15,15,15,14,14,15,16,16,17,17,12,16,32,15,17,13,19,14,19,14,19,14,18,15,18,13,13,15,15,14,14,14,14,16,16,17,17,11,13,14,13,13,13,15,15,18,19,19,17,12,32,32
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,17,13,19,14,19,14,19,14,18,15,18,16,16,16,16,16,16,16,16,16,16,16,16,13,13,15,15,15,14,14,15,16,16,17,17,12,16,32,15,17,13,19,14,19,14,19,14,18,15,18,13,13,15,15,14,14,14,14,16,16,17,17,11,13,14,13,13,13,15,15,18,19,19,17,12,32,32,15,17,13,19,14,19,14,19,14,18,15,18,11,13,14,13,13,13,14,15,18,19,20,17,15,17,15,14,14,16,16,16,17,17,16,11,12,32,26
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,17,13,19,14,19,14,19,14,18,15,18,16,16,16,16,16,16,16,16,16,16,16,16,13,13,15,15,15,14,14,15,16,16,17,17,12,16,32,15,17,13,19,14,19,14,19,14,18,15,18,13,13,15,15,14,14,14,14,16,16,17,17,11,13,14,13,13,13,15,15,18,19,19,17,12,32,32,15,17,13,19,14,19,14,19,14,18,15,18,11,13,14,13,13,13,14,15,18,19,20,17,15,17,15,14,14,16,16,16,17,17,16,11,12,32,26,12,13,13,18,12,17,12,17,15,18,16,20,12,14,15,13,13,14,14,15,17,18,17,12,18,18,17,18,17,17,17,19,17,11,11,11,14,32,7
15,17,13,19,14,19,14,19,14,18,15,18,16,16,16,16,16,16,16,16,16,16,16,16,13,13,15,15,15,14,14,15,16,16,17,17,12,16,32,15,17,13,19,14,19,14,19,14,18,15,18,13,13,15,15,14,14,14,14,16,16,17,17,11,13,14,13,13,13,15,15,18,19,19,17,12,32,32,15,17,13,19,14,19,14,19,14,18,15,18,11,13,14,13,13,13,14,15,18,19,20,17,15,17,15,14,14,16,16,16,17,17,16,11,12,32,26,12,13,13,18,12,17,12,17,15,18,16,20,12,14,15,13,13,14,14,15,17,18,17,12,18,18,17,18,17,17,17,19,17,11,11,11,14,32,7,12,15,12,17,11,17,13,18,16,22,19,19,13,15,16,15,14,15,15,18,19,14,14,12,20,19,19,20,20,19,19,21,18,11,10,15,14,32,0
15,17,13,19,14,19,14,19,14,18,15,18,13,13,15,15,14,14,14,14,16,16,17,17,11,13,14,13,13,13,15,15,18,19,19,17,12,32,32,15,17,13,19,14,19,14,19,14,18,15,18,11,13,14,13,13,13,14,15,18,19,20,17,15,17,15,14,14,16,16,16,17,17,16,11,12,32,26,12,13,13,18,12,17,12,17,15,18,16,20,12,14,15,13,13,14,14,15,17,18,17,12,18,18,17,18,17,17,17,19,17,11,11,11,14,32,7,12,15,12,17,11,17,13,18,16,22,19,19,13,15,16,15,14,15,15,18,19,14,14,12,20,19,19,20,20,19,19,21,18,11,10,15,14,32,0,12,15,13,17,11,18,12,18,15,18,14,13,16,18,17,17,17,18,17,21,20,12,10,10,18,17,18,18,18,18,17,18,16,16,14,20,14,16,0
15,17,13,19,14,19,14,19,14,18,15,18,11,13,14,13,13,13,14,15,18,19,20,17,15,17,15,14,14,16,16,16,17,17,16,11,12,32,26,12,13,13,18,12,17,12,17,15,18,16,20,12,14,15,13,13,14,14,15,17,18,17,12,18,18,17,18,17,17,17,19,17,11,11,11,14,32,7,12,15,12,17,11,17,13,18,16,22,19,19,13,15,16,15,14,15,15,18,19,14,14,12,20,19,19,20,20,19,19,21,18,11,10,15,14,32,0,12,15,13,17,11,18,12,18,15,18,14,13,16,18,17,17,17,18,17,21,20,12,10,10,18,17,18,18,18,18,17,18,16,16,14,20,14,16,0,12,14,13,18,13,17,14,20,17,15,14,17,15,16,18,17,17,17,17,20,19,14,12,16,15,13,15,14,13,14,18,14,14,22,23,25,14,16,16
12,13,13,18,12,17,12,17,15,18,16,20,12,14,15,13,13,14,14,15,17,18,17,12,18,18,17,18,17,17,17,19,17,11,11,11,14,32,7,12,15,12,17,11,17,13,18,16,22,19,19,13,15,16,15,14,15,15,18,19,14,14,12,20,19,19,20,20,19,19,21,18,11,10,15,14,32,0,12,15,13,17,11,18,12,18,15,18,14,13,16,18,17,17,17,18,17,21,20,12,10,10,18,17,18,18,18,18,17,18,16,16,14,20,14,16,0,12,14,13,18,13,17,14,20,17,15,14,17,15,16,18,17,17,17,17,20,19,14,12,16,15,13,15,14,13,14,18,14,14,22,23,25,14,16,16,12,16,13,18,13,18,13,21,19,16,12,15,15,15,16,15,14,16,19,19,18,19,18,22,16,16,14,12,12,15,17,10,10,21,23,18,14,16,16
12,15,12,17,11,17,13,18,16,22,19,19,13,15,16,15,14,15,15,18,19,14,14,12,20,19,19,20,20,19,19,21,18,11,10,15,14,32,0,12,15,13,17,11,18,12,18,15,18,14,13,16,18,17,17,17,18,17,21,20,12,10,10,18,17,18,18,18,18,17,18,16,16,14,20,14,16,0,12,14,13,18,13,17,14,20,17,15,14,17,15,16,18,17,17,17,17,20,19,14,12,16,15,13,15,14,13,14,18,14,14,22,23,25,14,16,16,12,16,13,18,13,18,13,21,19,16,12,15,15,15,16,15,14,16,19,19,18,19,18,22,16,16,14,12,12,15,17,10,10,21,23,18,14,16,16,12,15,13,18,11,18,14,21,18,20,15,19,16,16,15,14,12,16,18,13,12,20,20,18,17,16,15,17,17,16,14,12,10,14,16,12,14,16,16
12,15,13,17,11,18,12,18,15,18,14,13,16,18,17,17,17,18,17,21,20,12,10,10,18,17,18,18,18,18,17,18,16,16,14,20,14,16,0,12,14,13,18,13,17,14,20,17,15,14,17,15,16,18,17,17,17,17,20,19,14,12,16,15,13,15,14,13,14,18,14,14,22,23,25,14,16,16,12,16,13,18,13,18,13,21,19,16,12,15,15,15,16,15,14,16,19,19,18,19,18,22,16,16,14,12,12,15,17,10,10,21,23,18,14,16,16,12,15,13,18,11,18,14,21,18,20,15,19,16,16,15,14,12,16,18,13,12,20,20,18,17,16,15,17,17,16,14,12,10,14,16,12,14,16,16,12,14,13,17,10,17,15,20,17,19,17,19,16,15,15,16,15,16,17,14,11,16,18,16,17,16,17,21,23,17,15,17,17,10,12,10,14,16,17
12,14,13,18,13,17,14,20,17,15,14,17,15,16,18,17,17,17,17,20,19,14,12,16,15,13,15,14,13,14,18,14,14,22,23,25,14,16,16,12,16,13,18,13,18,13,21,19,16,12,15,15,15,16,15,14,16,19,19,18,19,18,22,16,16,14,12,12,15,17,10,10,21,23,18,14,16,16,12,15,13,18,11,18,14,21,18,20,15,19,16,16,15,14,12,16,18,13,12,20,20,18,17,16,15,17,17,16,14,12,10,14,16,12,14,16,16,12,14,13,17,10,17,15,20,17,19,17,19,16,15,15,16,15,16,17,14,11,16,18,16,17,16,17,21,23,17,15,17,17,10,12,10,14,16,17,12,15,13,17,10,18,14,17,14,18,16,17,17,16,17,18,20,17,16,15,13,12,16,10,16,16,17,19,22,18,14,17,20,15,14,13,14,17,16
12,16,13,18,13,18,13,21,19,16,12,15,15,15,16,15,14,16,19,19,18,19,18,22,16,16,14,12,12,15,17,10,10,21,23,18,14,16,16,12,15,13,18,11,18,14,21,18,20,15,19,16,16,15,14,12,16,18,13,12,20,20,18,17,16,15,17,17,16,14,12,10,14,16,12,14,16,16,12,14,13,17,10,17,15,20,17,19,17,19,16,15,15,16,15,16,17,14,11,16,18,16,17,16,17,21,23,17,15,17,17,10,12,10,14,16,17,12,15,13,17,10,18,14,17,14,18,16,17,17,16,17,18,20,17,16,15,13,12,16,10,16,16,17,19,22,18,14,17,20,15,14,13,14,17,16,12,14,13,19,13,18,14,20,15,17,14,16,16,15,16,19,22,17,15,15,16,14,16,12,16,14,14,14,13,16,17,18,19,19,16,22,14,17,16
12,15,13,18,11,18,14,21,18,20,15,19,16,16,15,14,12,16,18,13,12,20,20,18,17,16,15,17,17,16,14,12,10,14,16,12,14,16,16,12,14,13,17,10,17,15,20,17,19,17,19,16,15,15,16,15,16,17,14,11,16,18,16,17,16,17,21,23,17,15,17,17,10,12,10,14,16,17,12,15,13,17,10,18,14,17,14,18,16,17,17,16,17,18,20,17,16,15,13,12,16,10,16,16,17,19,22,18,14,17,20,15,14,13,14,17,16,12,14,13,19,13,18,14,20,15,17,14,16,16,15,16,19,22,17,15,15,16,14,16,12,16,14,14,14,13,16,17,18,19,19,16,22,14,17,16,12,14,14,19,14,18,15,19,16,16,16,14,16,14,15,17,17,17,18,17,17,15,16,17,16,17,15,10,8,15,17,14,15,18,17,23,15,17,16
12,14,13,17,10,17,15,20,17,19,17,19,16,15,15,16,15,16,17,14,11,16,18,16,17,16,17,21,23,17,15,17,17,10,12,10,14,16,17,12,15,13,17,10,18,14,17,14,18,16,17,17,16,17,18,20,17,16,15,13,12,16,10,16,16,17,19,22,18,14,17,20,15,14,13,14,17,16,12,14,13,19,13,18,14,20,15,17,14,16,16,15,16,19,22,17,15,15,16,14,16,12,16,14,14,14,13,16,17,18,19,19,16,22,14,17,16,12,14,14,19,14,18,15,19,16,16,16,14,16,14,15,17,17,17,18,17,17,15,16,17,16,17,15,10,8,15,17,14,15,18,17,23,15,17,16,12,13,13,19,14,18,14,18,15,18,17,17,16,16,15,14,12,16,16,13,14,17,18,21,16,20,18,15,11,13,14,14,13,16,14,18,15,16,15
12,15,13,17,10,18,14,17,14,18,16,17,17,16,17,18,20,17,16,15,13,12,16,10,16,16,17,19,22,18,14,17,20,15,14,13,14,17,16,12,14,13,19,13,18,14,20,15,17,14,16,16,15,16,19,22,17,15,15,16,14,16,12,16,14,14,14,13,16,17,18,19,19,16,22,14,17,16,12,14,14,19,14,18,15,19,16,16,16,14,16,14,15,17,17,17,18,17,17,15,16,17,16,17,15,10,8,15,17,14,15,18,17,23,15,17,16,12,13,13,19,14,18,14,18,15,18,17,17,16,16,15,14,12,16,16,13,14,17,18,21,16,20,18,15,11,13,14,14,13,16,14,18,15,16,15,12,14,12,17,11,19,16,19,15,17,15,18,16,18,17,15,12,14,15,14,13,15,14,19,16,20,20,19,19,16,18,18,16,13,12,12,15,16,15
12,14,13,19,13,18,14,20,15,17,14,16,16,15,16,19,22,17,15,15,16,14,16,12,16,14,14,14,13,16,17,18,19,19,16,22,14,17,16,12,14,14,19,14,18,15,19,16,16,16,14,16,14,15,17,17,17,18,17,17,15,16,17,16,17,15,10,8,15,17,14,15,18,17,23,15,17,16,12,13,13,19,14,18,14,18,15,18,17,17,16,16,15,14,12,16,16,13,14,17,18,21,16,20,18,15,11,13,14,14,13,16,14,18,15,16,15,12,14,12,17,11,19,16,19,15,17,15,18,16,18,17,15,12,14,15,14,13,15,14,19,16,20,20,19,19,16,18,18,16,13,12,12,15,16,15,12,14,13,18,11,17,13,17,14,18,17,19,17,20,19,17,16,16,18,15,14,13,13,16,15,16,18,19,23,18,17,19,18,18,19,13,15,15,15
12,14,14,19,14,18,15,19,16,16,16,14,16,14,15,17,17,17,18,17,17,15,16,17,16,17,15,10,8,15,17,14,15,18,17,23,15,17,16,12,13,13,19,14,18,14,18,15,18,17,17,16,16,15,14,12,16,16,13,14,17,18,21,16,20,18,15,11,13,14,14,13,16,14,18,15,16,15,12,14,12,17,11,19,16,19,15,17,15,18,16,18,17,15,12,14,15,14,13,15,14,19,16,20,20,19,19,16,18,18,16,13,12,12,15,16,15,12,14,13,18,11,17,13,17,14,18,17,19,17,20,19,17,16,16,18,15,14,13,13,16,15,16,18,19,23,18,17,19,18,18,19,13,15,15,15,13,16,14,19,11,17,14,18,14,14,13,17,16,18,19,19,20,16,16,17,16,17,17,16,14,12,13,15,19,18,16,21,20,20,20,18,15,15,15
12,13,13,19,14,18,14,18,15,18,17,17,16,16,15,14,12,16,16,13,14,17,18,21,16,20,18,15,11,13,14,14,13,16,14,18,15,16,15,12,14,12,17,11,19,16,19,15,17,15,18,16,18,17,15,12,14,15,14,13,15,14,19,16,20,20,19,19,16,18,18,16,13,12,12,15,16,15,12,14,13,18,11,17,13,17,14,18,17,19,17,20,19,17,16,16,18,15,14,13,13,16,15,16,18,19,23,18,17,19,18,18,19,13,15,15,15,13,16,14,19,11,17,14,18,14,14,13,17,16,18,19,19,20,16,16,17,16,17,17,16,14,12,13,15,19,18,16,21,20,20,20,18,15,15,15,12,16,14,19,14,19,17,18,14,16,14,18,15,15,16,16,19,18,18,21,19,19,18,19,14,12,11,12,14,18,14,17,18,19,17,17,14,14,16
12,14,12,17,11,19,16,19,15,17,15,18,16,18,17,15,12,14,15,14,13,15,14,19,16,20,20,19,19,16,18,18,16,13,12,12,15,16,15,12,14,13,18,11,17,13,17,14,18,17,19,17,20,19,17,16,16,18,15,14,13,13,16,15,16,18,19,23,18,17,19,18,18,19,13,15,15,15,13,16,14,19,11,17,14,18,14,14,13,17,16,18,19,19,20,16,16,17,16,17,17,16,14,12,13,15,19,18,16,21,20,20,20,18,15,15,15,12,16,14,19,14,19,17,18,14,16,14,18,15,15,16,16,19,18,18,21,19,19,18,19,14,12,11,12,14,18,14,17,18,19,17,17,14,14,16,12,15,14,19,14,18,15,19,15,19,18,19,14,14,14,15,18,18,14,18,19,21,18,17,17,15,15,16,12,14,12,15,15,15,11,14,14,15,17
12,14,13,18,11,17,13,17,14,18,17,19,17,20,19,17,16,16,18,15,14,13,13,16,15,16,18,19,23,18,17,19,18,18,19,13,15,15,15,13,16,14,19,11,17,14,18,14,14,13,17,16,18,19,19,20,16,16,17,16,17,17,16,14,12,13,15,19,18,16,21,20,20,20,18,15,15,15,12,16,14,19,14,19,17,18,14,16,14,18,15,15,16,16,19,18,18,21,19,19,18,19,14,12,11,12,14,18,14,17,18,19,17,17,14,14,16,12,15,14,19,14,18,15,19,15,19,18,19,14,14,14,15,18,18,14,18,19,21,18,17,17,15,15,16,12,14,12,15,15,15,11,14,14,15,17,11,14,13,18,13,18,15,20,16,19,17,21,15,14,14,16,15,15,13,19,17,17,12,16,18,17,19,19,12,12,17,15,14,11,9,14,14,16,17
